game_id,season,game_type,week,gameday,weekday,gametime,away_team,away_score,home_team,home_score,location,result,total,old_game_id,gsis,pfr,pff,espn,spread_line,total_line,div_game,roof,surface,temp,wind,away_coach,home_coach,referee,stadium_id,stadium
2002_01_BAL_CAR,2002,REG,1,2002-09-08,Sunday,13:00:00,BAL,7,CAR,10,Home,3,17,2002090804,18096,200209080car,,220908029,0,33,0,outdoors,grass,78,12,Brian Billick,John Fox,Walt Coleman,CAR00,Ericsson Stadium
2002_01_DET_MIA,2002,REG,1,2002-09-08,Sunday,13:00:00,DET,21,MIA,49,Home,28,70,2002090806,18102,200209080mia,,220908015,9.5,35.5,0,outdoors,grass,87,12,Marty Mornhinweg,Dave Wannstedt,Jeff Triplette,MIA00,Pro Player Stadium
2002_01_IND_JAX,2002,REG,1,2002-09-08,Sunday,13:00:00,IND,28,JAX,25,Home,-3,53,2002090808,18101,200209080jax,,220908030,-3.5,44,1,outdoors,grass,85,16,Tony Dungy,Tom Coughlin,Bernie Kukar,JAX00,Alltel Stadium
2002_01_KC_CLE,2002,REG,1,2002-09-08,Sunday,13:00:00,KC,40,CLE,39,Home,-1,79,2002090810,18099,200209080cle,,220908005,2,36,0,outdoors,grass,86,0,Dick Vermeil,Butch Davis,Ron Blum,CLE00,Cleveland Browns Stadium
2002_01_MIN_CHI,2002,REG,1,2002-09-08,Sunday,13:00:00,MIN,23,CHI,27,Home,4,50,2002090812,18097,200209080chi,,220908003,4.5,41,1,outdoors,astroplay,85,3,Mike Tice,Dick Jauron,Mike Carey,CHI99,Memorial Stadium (Champaign)
2002_01_NYJ_BUF,2002,REG,1,2002-09-08,Sunday,13:00:00,NYJ,37,BUF,31,Home,-6,68,2002090801,18095,200209080buf,,220908002,-3,43,1,outdoors,astroturf,86,6,Herm Edwards,Gregg Williams,Bob McElwee,BUF00,Ralph Wilson Stadium
2002_01_PHI_TEN,2002,REG,1,2002-09-08,Sunday,13:00:00,PHI,24,TEN,27,Home,3,51,2002090803,18103,200209080oti,,220908010,2,37,0,outdoors,grass,83,0,Andy Reid,Jeff Fisher,Terry McAulay,NAS00,The Coliseum
2002_01_SD_CIN,2002,REG,1,2002-09-08,Sunday,13:00:00,SD,34,CIN,6,Home,-28,40,2002090805,18098,200209080cin,,220908004,3,37,0,outdoors,grass,90,7,Marty Schottenheimer,Dick LeBeau,Johnny Grier,CIN00,Paul Brown Stadium
2002_01_NO_TB,2002,REG,1,2002-09-08,Sunday,16:15:00,NO,26,TB,20,Home,-6,46,2002090807,18107,200209080tam,,220908027,6,37.5,1,outdoors,grass,90,6,Jim Haslett,Jon Gruden,Dick Hantak,TAM00,Raymond James Stadium
2002_01_SEA_OAK,2002,REG,1,2002-09-08,Sunday,16:15:00,SEA,17,OAK,31,Home,14,48,2002090809,18106,200209080rai,,220908013,7.5,40,0,outdoors,grass,70,7,Mike Holmgren,Bill Callahan,Larry Nemmers,OAK00,Network Associates Coliseum
2002_01_STL_DEN,2002,REG,1,2002-09-08,Sunday,16:15:00,STL,16,DEN,23,Home,7,39,2002090811,18105,200209080den,,220908007,-3,51,0,outdoors,grass,83,4,Mike Martz,Mike Shanahan,Bill Leavy,DEN00,Invesco Field at Mile High
2002_01_DAL_HOU,2002,REG,1,2002-09-08,Sunday,20:30:00,DAL,10,HOU,19,Home,9,29,2002090813,18108,200209080htx,,220908034,-8.5,33.5,0,closed,grass,,,Dave Campo,Dom Capers,Bill Carollo,HOU00,Reliant Stadium
2002_01_PIT_NE,2002,REG,1,2002-09-09,Monday,09:00:00,PIT,14,NE,30,Home,16,44,2002090900,18109,200209090nwe,,220909017,-2.5,37.5,0,outdoors,grass,86,0,Bill Cowher,Bill Belichick,Tony Corrente,BOS00,Gillette Stadium
2002_02_CHI_ATL,2002,REG,2,2002-09-15,Sunday,13:00:00,CHI,14,ATL,13,Home,-1,27,2002091500,18110,200209150atl,,220915001,2.5,45,0,dome,astroturf,,,Dick Jauron,Dan Reeves,Jeff Triplette,ATL00,Georgia Dome
2002_02_CIN_CLE,2002,REG,2,2002-09-15,Sunday,13:00:00,CIN,7,CLE,20,Home,13,27,2002091502,18113,200209150cle,,220915005,3.5,39,1,outdoors,grass,72,6,Dick LeBeau,Butch Davis,Bill Carollo,CLE00,Cleveland Browns Stadium
2002_02_DET_CAR,2002,REG,2,2002-09-15,Sunday,13:00:00,DET,7,CAR,31,Home,24,38,2002091504,18112,200209150car,,220915029,3,35.5,0,outdoors,grass,72,7,Marty Mornhinweg,John Fox,Gerald Austin,CAR00,Ericsson Stadium
2002_02_GB_NO,2002,REG,2,2002-09-15,Sunday,13:00:00,GB,20,NO,35,Home,15,55,2002091506,18117,200209150nor,,220915018,-2.5,45.5,0,dome,astroturf,,,Mike Sherman,Jim Haslett,Johnny Grier,NOR00,Louisiana Superdome
2002_02_JAX_KC,2002,REG,2,2002-09-15,Sunday,13:00:00,JAX,23,KC,16,Home,-7,39,2002091508,18116,200209150kan,,220915012,3.5,46,0,outdoors,grass,66,7,Tom Coughlin,Dick Vermeil,Tom White,KAN00,Arrowhead Stadium
2002_02_MIA_IND,2002,REG,2,2002-09-15,Sunday,13:00:00,MIA,21,IND,13,Home,-8,34,2002091510,18115,200209150clt,,220915011,0,47,0,dome,astroturf,,,Dave Wannstedt,Tony Dungy,Walt Coleman,IND99,RCA Dome
2002_02_NE_NYJ,2002,REG,2,2002-09-15,Sunday,13:00:00,NE,44,NYJ,7,Home,-37,51,2002091512,18118,200209150nyj,,220915020,1,41,1,outdoors,grass,78,7,Bill Belichick,Herm Edwards,Larry Nemmers,NYC00,Giants Stadium
2002_02_TB_BAL,2002,REG,2,2002-09-15,Sunday,13:00:00,TB,25,BAL,0,Home,-25,25,2002091501,18111,200209150rav,,220915033,-4.5,32,0,outdoors,grass,78,0,Jon Gruden,Brian Billick,Terry McAulay,BAL00,Ravens Stadium
2002_02_TEN_DAL,2002,REG,2,2002-09-15,Sunday,13:00:00,TEN,13,DAL,21,Home,8,34,2002091503,18114,200209150dal,,220915006,-3.5,37.5,0,outdoors,astroturf,81,0,Jeff Fisher,Dave Campo,Ed Hochuli,DAL99,Texas Stadium
2002_02_ARI_SEA,2002,REG,2,2002-09-15,Sunday,16:05:00,ARI,24,SEA,13,Home,-11,37,2002091505,18120,200209150sea,,220915026,4,40.5,1,outdoors,fieldturf,62,8,Dave McGinnis,Mike Holmgren,Tony Corrente,SEA00,Seahawks Stadium
2002_02_NYG_STL,2002,REG,2,2002-09-15,Sunday,16:05:00,NYG,26,STL,21,Home,-5,47,2002091507,18119,200209150ram,,220915014,12,46,0,dome,astroturf,,,Jim Fassel,Mike Martz,Dick Hantak,STL00,Edward Jones Dome
2002_02_BUF_MIN,2002,REG,2,2002-09-15,Sunday,16:15:00,BUF,45,MIN,39,Home,-6,84,2002091509,18121,200209150min,,220915016,3.5,49,0,dome,astroturf,,,Gregg Williams,Mike Tice,Ron Winter,MIN00,Hubert H. Humphrey Metrodome
2002_02_DEN_SF,2002,REG,2,2002-09-15,Sunday,16:15:00,DEN,24,SF,14,Home,-10,38,2002091511,18123,200209150sfo,,220915025,3.5,44,0,outdoors,grass,67,11,Mike Shanahan,Steve Mariucci,Ron Blum,SFO00,3Com Park
2002_02_HOU_SD,2002,REG,2,2002-09-15,Sunday,16:15:00,HOU,3,SD,24,Home,21,27,2002091513,18122,200209150sdg,,220915024,13.5,34,0,outdoors,grass,74,8,Dom Capers,Marty Schottenheimer,Mike Carey,SDG00,Qualcomm Stadium
2002_02_OAK_PIT,2002,REG,2,2002-09-15,Sunday,20:30:00,OAK,30,PIT,17,Home,-13,47,2002091514,18124,200209150pit,,220915023,4,39.5,0,outdoors,grass,70,7,Bill Callahan,Bill Cowher,Bill Leavy,PIT00,Heinz Field
2002_02_PHI_WAS,2002,REG,2,2002-09-16,Monday,09:00:00,PHI,37,WAS,7,Home,-30,44,2002091600,18125,200209160was,,220916028,-3,44,1,outdoors,grass,76,8,Andy Reid,Steve Spurrier,Bob McElwee,WAS00,FedExField
2002_03_CAR_MIN,2002,REG,3,2002-09-22,Sunday,13:00:00,CAR,21,MIN,14,Home,-7,35,2002092200,18129,200209220min,,220922016,6.5,44.5,0,dome,astroturf,,,John Fox,Mike Tice,Bernie Kukar,MIN00,Hubert H. Humphrey Metrodome
2002_03_CLE_TEN,2002,REG,3,2002-09-22,Sunday,13:00:00,CLE,31,TEN,28,Home,-3,59,2002092202,18132,200209220oti,,220922010,4.5,40.5,0,outdoors,grass,72,9,Butch Davis,Jeff Fisher,Larry Nemmers,NAS00,The Coliseum
2002_03_DAL_PHI,2002,REG,3,2002-09-22,Sunday,13:00:00,DAL,13,PHI,44,Home,31,57,2002092204,18131,200209220phi,,220922021,10,36.5,1,outdoors,fieldturf,82,12,Dave Campo,Andy Reid,Tom White,PHI99,Veterans Stadium
2002_03_IND_HOU,2002,REG,3,2002-09-22,Sunday,13:00:00,IND,23,HOU,3,Home,-20,26,2002092206,18127,200209220htx,,220922034,-10.5,38,1,open,grass,,,Tony Dungy,Dom Capers,Tony Corrente,HOU00,Reliant Stadium
2002_03_KC_NE,2002,REG,3,2002-09-22,Sunday,13:00:00,KC,38,NE,41,Home,3,79,2002092208,18130,200209220nwe,,220922017,8.5,43.5,0,outdoors,grass,80,20,Dick Vermeil,Bill Belichick,Bill Carollo,BOS00,Gillette Stadium
2002_03_NO_CHI,2002,REG,3,2002-09-22,Sunday,13:00:00,NO,29,CHI,23,Home,-6,52,2002092210,18126,200209220chi,,220922003,-2,40.5,0,outdoors,astroplay,53,6,Jim Haslett,Dick Jauron,Ron Blum,CHI99,Memorial Stadium (Champaign)
2002_03_NYJ_MIA,2002,REG,3,2002-09-22,Sunday,13:00:00,NYJ,3,MIA,30,Home,27,33,2002092201,18128,200209220mia,,220922015,6,40.5,1,outdoors,grass,90,12,Herm Edwards,Dave Wannstedt,Gerry Austin,MIA00,Pro Player Stadium
2002_03_BUF_DEN,2002,REG,3,2002-09-22,Sunday,16:05:00,BUF,23,DEN,28,Home,5,51,2002092203,18134,200209220den,,220922007,7.5,47,0,outdoors,grass,59,3,Gregg Williams,Mike Shanahan,Walt Coleman,DEN00,Invesco Field at Mile High
2002_03_SD_ARI,2002,REG,3,2002-09-22,Sunday,16:05:00,SD,23,ARI,15,Home,-8,38,2002092205,18133,200209220crd,,220922022,-2.5,39,0,outdoors,grass,100,0,Marty Schottenheimer,Dave McGinnis,Ed Hochuli,PHO99,Sun Devil Stadium
2002_03_GB_DET,2002,REG,3,2002-09-22,Sunday,16:15:00,GB,37,DET,31,Home,-6,68,2002092207,18135,200209220det,,220922008,-7.5,44,1,dome,fieldturf,,,Mike Sherman,Marty Mornhinweg,Bill Leavy,DET00,Ford Field
2002_03_SEA_NYG,2002,REG,3,2002-09-22,Sunday,16:15:00,SEA,6,NYG,9,Home,3,15,2002092209,18136,200209220nyg,,220922019,5.5,39,0,outdoors,grass,82,8,Mike Holmgren,Jim Fassel,Jeff Triplette,NYC00,Giants Stadium
2002_03_WAS_SF,2002,REG,3,2002-09-22,Sunday,16:15:00,WAS,10,SF,20,Home,10,30,2002092211,18137,200209220sfo,,220922025,10,44,0,outdoors,grass,65,5,Steve Spurrier,Steve Mariucci,Mike Carey,SFO00,3Com Park
2002_03_CIN_ATL,2002,REG,3,2002-09-22,Sunday,20:30:00,CIN,3,ATL,30,Home,27,33,2002092212,18138,200209220atl,,220922001,7,42.5,0,dome,astroturf,,,Dick LeBeau,Dan Reeves,Terry McAulay,ATL00,Georgia Dome
2002_03_STL_TB,2002,REG,3,2002-09-23,Monday,09:00:00,STL,14,TB,26,Home,12,40,2002092300,18139,200209230tam,,220923027,-1.5,44,0,outdoors,grass,79,6,Mike Martz,Jon Gruden,Johnny Grier,TAM00,Raymond James Stadium
2002_04_CAR_GB,2002,REG,4,2002-09-29,Sunday,13:00:00,CAR,14,GB,17,Home,3,31,2002092900,18142,200209290gnb,,220929009,6.5,41.5,0,outdoors,grass,65,5,John Fox,Mike Sherman,Bill Carollo,GNB00,Lambeau Field
2002_04_CHI_BUF,2002,REG,4,2002-09-29,Sunday,13:00:00,CHI,27,BUF,33,Home,6,60,2002092902,18140,200209290buf,,220929002,3,46.5,0,outdoors,astroturf,66,12,Dick Jauron,Gregg Williams,Tom White,BUF00,Ralph Wilson Stadium
2002_04_CLE_PIT,2002,REG,4,2002-09-29,Sunday,13:00:00,CLE,13,PIT,16,Home,3,29,2002092904,18146,200209290pit,,220929023,6,44,1,outdoors,grass,64,0,Butch Davis,Bill Cowher,Bernie Kukar,PIT00,Heinz Field
2002_04_DAL_STL,2002,REG,4,2002-09-29,Sunday,13:00:00,DAL,13,STL,10,Home,-3,23,2002092906,18147,200209290ram,,220929014,12,44,0,dome,astroturf,,,Dave Campo,Mike Martz,Larry Nemmers,STL00,Edward Jones Dome
2002_04_HOU_PHI,2002,REG,4,2002-09-29,Sunday,13:00:00,HOU,17,PHI,35,Home,18,52,2002092908,18145,200209290phi,,220929021,19,36,0,outdoors,fieldturf,64,10,Dom Capers,Andy Reid,Johnny Grier,PHI99,Veterans Stadium
2002_04_MIA_KC,2002,REG,4,2002-09-29,Sunday,13:00:00,MIA,30,KC,48,Home,18,78,2002092910,18144,200209290kan,,220929012,-3,44.5,0,outdoors,grass,76,10,Dave Wannstedt,Dick Vermeil,Ed Hochuli,KAN00,Arrowhead Stadium
2002_04_NO_DET,2002,REG,4,2002-09-29,Sunday,13:00:00,NO,21,DET,26,Home,5,47,2002092912,18141,200209290det,,220929008,-9,45,0,dome,fieldturf,,,Jim Haslett,Marty Mornhinweg,Ron Winter,DET00,Ford Field
2002_04_NYJ_JAX,2002,REG,4,2002-09-29,Sunday,13:00:00,NYJ,3,JAX,28,Home,25,31,2002092901,18143,200209290jax,,220929030,3.5,41.5,0,outdoors,grass,87,6,Herm Edwards,Tom Coughlin,Walt Coleman,JAX00,Alltel Stadium
2002_04_NYG_ARI,2002,REG,4,2002-09-29,Sunday,16:05:00,NYG,7,ARI,21,Home,14,28,2002092903,18148,200209290crd,,220929022,-3,38.5,0,outdoors,grass,90,13,Jim Fassel,Dave McGinnis,Mike Carey,PHO99,Sun Devil Stadium
2002_04_TB_CIN,2002,REG,4,2002-09-29,Sunday,16:05:00,TB,35,CIN,7,Home,-28,42,2002092905,18149,200209290cin,,220929004,-6.5,33.5,0,outdoors,grass,76,6,Jon Gruden,Dick LeBeau,Gerry Austin,CIN00,Paul Brown Stadium
2002_04_NE_SD,2002,REG,4,2002-09-29,Sunday,16:15:00,NE,14,SD,21,Home,7,35,2002092907,18151,200209290sdg,,220929024,-3,40.5,0,outdoors,grass,67,8,Bill Belichick,Marty Schottenheimer,Ron Blum,SDG00,Qualcomm Stadium
2002_04_TEN_OAK,2002,REG,4,2002-09-29,Sunday,16:15:00,TEN,25,OAK,52,Home,27,77,2002092909,18150,200209290rai,,220929013,6.5,45,0,outdoors,grass,68,9,Jeff Fisher,Bill Callahan,Bob McElwee,OAK00,Network Associates Coliseum
2002_04_MIN_SEA,2002,REG,4,2002-09-29,Sunday,20:30:00,MIN,23,SEA,48,Home,25,71,2002092911,18152,200209290sea,,220929026,3,44,0,outdoors,fieldturf,59,6,Mike Tice,Mike Holmgren,Dick Hantak,SEA00,Seahawks Stadium
2002_04_DEN_BAL,2002,REG,4,2002-09-30,Monday,09:00:00,DEN,23,BAL,34,Home,11,57,2002093000,18153,200209300rav,,220930033,-9,35,0,outdoors,grass,71,0,Mike Shanahan,Brian Billick,Jeff Triplette,BAL00,Ravens Stadium
2002_05_ARI_CAR,2002,REG,5,2002-10-06,Sunday,13:00:00,ARI,16,CAR,13,Home,-3,29,2002100600,18156,200210060car,,221006029,5,35,0,outdoors,grass,74,9,Dave McGinnis,John Fox,Bob McElwee,CAR00,Ericsson Stadium
2002_05_CIN_IND,2002,REG,5,2002-10-06,Sunday,13:00:00,CIN,21,IND,28,Home,7,49,2002100602,18158,200210060clt,,221006011,13.5,43,0,dome,astroturf,,,Dick LeBeau,Tony Dungy,Mike Carey,IND99,RCA Dome
2002_05_NE_MIA,2002,REG,5,2002-10-06,Sunday,13:00:00,NE,13,MIA,26,Home,13,39,2002100604,18159,200210060mia,,221006015,3,43.5,1,outdoors,grass,87,10,Bill Belichick,Dave Wannstedt,Terry McAulay,MIA00,Pro Player Stadium
2002_05_NYG_DAL,2002,REG,5,2002-10-06,Sunday,13:00:00,NYG,21,DAL,17,Home,-4,38,2002100606,18157,200210060dal,,221006006,-1.5,34.5,1,outdoors,astroturf,84,0,Jim Fassel,Dave Campo,Bill Leavy,DAL99,Texas Stadium
2002_05_OAK_BUF,2002,REG,5,2002-10-06,Sunday,13:00:00,OAK,49,BUF,31,Home,-18,80,2002100608,18155,200210060buf,,221006002,-3,53.5,0,outdoors,astroturf,64,14,Bill Callahan,Gregg Williams,Bernie Kukar,BUF00,Ralph Wilson Stadium
2002_05_PIT_NO,2002,REG,5,2002-10-06,Sunday,13:00:00,PIT,29,NO,32,Home,3,61,2002100610,18160,200210060nor,,221006018,3,43.5,0,dome,astroturf,,,Bill Cowher,Jim Haslett,Larry Nemmers,NOR00,Louisiana Superdome
2002_05_TB_ATL,2002,REG,5,2002-10-06,Sunday,13:00:00,TB,20,ATL,6,Home,-14,26,2002100612,18154,200210060atl,,221006001,2.5,38.5,1,dome,astroturf,,,Jon Gruden,Dan Reeves,Bill Carollo,ATL00,Georgia Dome
2002_05_WAS_TEN,2002,REG,5,2002-10-06,Sunday,13:00:00,WAS,31,TEN,14,Home,-17,45,2002100601,18161,200210060oti,,221006010,3.5,43.5,0,outdoors,grass,74,6,Steve Spurrier,Jeff Fisher,Ron Blum,NAS00,The Coliseum
2002_05_KC_NYJ,2002,REG,5,2002-10-06,Sunday,16:05:00,KC,29,NYJ,25,Home,-4,54,2002100603,18163,200210060nyj,,221006020,-3,46.5,0,outdoors,grass,66,10,Dick Vermeil,Herm Edwards,Johnny Grier,NYC00,Giants Stadium
2002_05_SD_DEN,2002,REG,5,2002-10-06,Sunday,16:05:00,SD,9,DEN,26,Home,17,35,2002100605,18162,200210060den,,221006007,6.5,39.5,1,outdoors,grass,57,9,Marty Schottenheimer,Mike Shanahan,Dick Hantak,DEN00,Invesco Field at Mile High
2002_05_PHI_JAX,2002,REG,5,2002-10-06,Sunday,16:15:00,PHI,25,JAX,28,Home,3,53,2002100607,18164,200210060jax,,221006030,-3,42.5,0,outdoors,grass,87,10,Andy Reid,Tom Coughlin,Gerry Austin,JAX00,Alltel Stadium
2002_05_STL_SF,2002,REG,5,2002-10-06,Sunday,16:15:00,STL,13,SF,37,Home,24,50,2002100609,18165,200210060sfo,,221006025,6,41.5,1,outdoors,grass,72,5,Mike Martz,Steve Mariucci,Tony Corrente,SFO00,3Com Park
2002_05_BAL_CLE,2002,REG,5,2002-10-06,Sunday,20:30:00,BAL,26,CLE,21,Home,-5,47,2002100611,18166,200210060cle,,221006005,6,36.5,1,outdoors,grass,65,8,Brian Billick,Butch Davis,Ron Winter,CLE00,Cleveland Browns Stadium
2002_05_GB_CHI,2002,REG,5,2002-10-07,Monday,09:00:00,GB,34,CHI,21,Home,-13,55,2002100700,18167,200210070chi,,221007003,1,44,1,outdoors,astroplay,46,5,Mike Sherman,Dick Jauron,Ed Hochuli,CHI99,Memorial Stadium (Champaign)
2002_06_ATL_NYG,2002,REG,6,2002-10-13,Sunday,13:00:00,ATL,17,NYG,10,Home,-7,27,2002101300,18174,200210130nyg,,221013019,6,35.5,0,outdoors,grass,60,5,Dan Reeves,Jim Fassel,Bob McElwee,NYC00,Giants Stadium
2002_06_BAL_IND,2002,REG,6,2002-10-13,Sunday,13:00:00,BAL,20,IND,22,Home,2,42,2002101302,18171,200210130clt,,221013011,6.5,42,0,dome,astroturf,,,Brian Billick,Tony Dungy,Dick Hantak,IND99,RCA Dome
2002_06_BUF_HOU,2002,REG,6,2002-10-13,Sunday,13:00:00,BUF,31,HOU,24,Home,-7,55,2002101304,18170,200210130htx,,221013034,-7,44,0,closed,grass,,,Gregg Williams,Dom Capers,Ed Hochuli,HOU00,Reliant Stadium
2002_06_CAR_DAL,2002,REG,6,2002-10-13,Sunday,13:00:00,CAR,13,DAL,14,Home,1,27,2002101306,18169,200210130dal,,221013006,2,35,0,outdoors,astroturf,56,13,John Fox,Dave Campo,Ron Blum,DAL99,Texas Stadium
2002_06_CLE_TB,2002,REG,6,2002-10-13,Sunday,13:00:00,CLE,3,TB,17,Home,14,20,2002101305,18179,200210130tam,,221013027,7.5,36.5,0,outdoors,grass,85,6,Butch Davis,Jon Gruden,Tom White,TAM00,Raymond James Stadium
2002_06_DET_MIN,2002,REG,6,2002-10-13,Sunday,13:00:00,DET,24,MIN,31,Home,7,55,2002101308,18172,200210130min,,221013016,4.5,49,1,dome,astroturf,,,Marty Mornhinweg,Mike Tice,Larry Nemmers,MIN00,Hubert H. Humphrey Metrodome
2002_06_GB_NE,2002,REG,6,2002-10-13,Sunday,13:00:00,GB,28,NE,10,Home,-18,38,2002101310,18173,200210130nwe,,221013017,4.5,47,0,outdoors,grass,61,10,Mike Sherman,Bill Belichick,Bernie Kukar,BOS00,Gillette Stadium
2002_06_NO_WAS,2002,REG,6,2002-10-13,Sunday,13:00:00,NO,43,WAS,27,Home,-16,70,2002101301,18176,200210130was,,221013028,-1.5,45.5,0,outdoors,grass,65,4,Jim Haslett,Steve Spurrier,Terry McAulay,WAS00,FedExField
2002_06_PIT_CIN,2002,REG,6,2002-10-13,Sunday,13:00:00,PIT,34,CIN,7,Home,-27,41,2002101303,18168,200210130cin,,221013004,-6.5,40.5,1,outdoors,grass,54,15,Bill Cowher,Dick LeBeau,Ron Winter,CIN00,Paul Brown Stadium
2002_06_JAX_TEN,2002,REG,6,2002-10-13,Sunday,16:15:00,JAX,14,TEN,23,Home,9,37,2002101312,18175,200210130oti,,221013010,-1.5,44,1,outdoors,grass,65,15,Tom Coughlin,Jeff Fisher,Jeff Triplette,NAS00,The Coliseum
2002_06_KC_SD,2002,REG,6,2002-10-13,Sunday,16:15:00,KC,34,SD,35,Home,1,69,2002101307,18178,200210130sdg,,221013024,3,46.5,1,outdoors,grass,67,7,Dick Vermeil,Marty Schottenheimer,Walt Coleman,SDG00,Qualcomm Stadium
2002_06_OAK_STL,2002,REG,6,2002-10-13,Sunday,16:15:00,OAK,13,STL,28,Home,15,41,2002101309,18177,200210130ram,,221013014,-7,49,0,dome,astroturf,,,Bill Callahan,Mike Martz,Bill Carollo,STL00,Edward Jones Dome
2002_06_MIA_DEN,2002,REG,6,2002-10-13,Sunday,20:30:00,MIA,24,DEN,22,Home,-2,46,2002101311,18180,200210130den,,221013007,3.5,41,0,outdoors,grass,58,3,Dave Wannstedt,Mike Shanahan,Tony Corrente,DEN00,Invesco Field at Mile High
2002_06_SF_SEA,2002,REG,6,2002-10-14,Monday,09:00:00,SF,28,SEA,21,Home,-7,49,2002101400,18181,200210140sea,,221014026,-3,43.5,1,outdoors,fieldturf,64,6,Steve Mariucci,Mike Holmgren,Bill Leavy,SEA00,Seahawks Stadium
2002_07_BUF_MIA,2002,REG,7,2002-10-20,Sunday,13:00:00,BUF,23,MIA,10,Home,-13,33,2002102000,18186,200210200mia,,221020015,6,45.5,1,outdoors,grass,85,9,Gregg Williams,Dave Wannstedt,Johnny Grier,MIA00,Pro Player Stadium
2002_07_CAR_ATL,2002,REG,7,2002-10-20,Sunday,13:00:00,CAR,0,ATL,30,Home,30,30,2002102002,18182,200210200atl,,221020001,4,35.5,1,dome,astroturf,,,John Fox,Dan Reeves,Tom White,ATL00,Georgia Dome
2002_07_CHI_DET,2002,REG,7,2002-10-20,Sunday,13:00:00,CHI,20,DET,23,Home,3,43,2002102004,18184,200210200det,,221020008,-3,44.5,1,dome,fieldturf,,,Dick Jauron,Marty Mornhinweg,Bernie Kukar,DET00,Ford Field
2002_07_DEN_KC,2002,REG,7,2002-10-20,Sunday,13:00:00,DEN,37,KC,34,Home,-3,71,2002102006,18185,200210200kan,,221020012,-3,50.5,1,outdoors,grass,51,3,Mike Shanahan,Dick Vermeil,Bill Leavy,KAN00,Arrowhead Stadium
2002_07_JAX_BAL,2002,REG,7,2002-10-20,Sunday,13:00:00,JAX,10,BAL,17,Home,7,27,2002102008,18183,200210200rav,,221020033,-1.5,38,0,outdoors,grass,56,5,Tom Coughlin,Brian Billick,Bob McElwee,BAL00,Ravens Stadium
2002_07_MIN_NYJ,2002,REG,7,2002-10-20,Sunday,13:00:00,MIN,7,NYJ,20,Home,13,27,2002102010,18188,200210200nyj,,221020020,3,49,0,outdoors,grass,57,10,Mike Tice,Herm Edwards,Mike Carey,NYC00,Giants Stadium
2002_07_SEA_STL,2002,REG,7,2002-10-20,Sunday,13:00:00,SEA,20,STL,37,Home,17,57,2002102012,18190,200210200ram,,221020014,6.5,44.5,1,dome,astroturf,,,Mike Holmgren,Mike Martz,Terry McAulay,STL00,Edward Jones Dome
2002_07_SF_NO,2002,REG,7,2002-10-20,Sunday,13:00:00,SF,27,NO,35,Home,8,62,2002102001,18187,200210200nor,,221020018,1.5,48.5,0,dome,astroturf,,,Steve Mariucci,Jim Haslett,Ed Hochuli,NOR00,Louisiana Superdome
2002_07_HOU_CLE,2002,REG,7,2002-10-20,Sunday,16:05:00,HOU,17,CLE,34,Home,17,51,2002102005,18191,200210200cle,,221020005,8.5,36.5,0,outdoors,grass,50,6,Dom Capers,Butch Davis,Gerry Austin,CLE00,Cleveland Browns Stadium
2002_07_SD_OAK,2002,REG,7,2002-10-20,Sunday,16:05:00,SD,27,OAK,21,Home,-6,48,2002102007,18192,200210200rai,,221020013,7,47,1,outdoors,grass,62,9,Marty Schottenheimer,Bill Callahan,Tony Corrente,OAK00,Network Associates Coliseum
2002_07_DAL_ARI,2002,REG,7,2002-10-20,Sunday,16:15:00,DAL,6,ARI,9,Home,3,15,2002102009,18193,200210200crd,,221020022,3.5,36.5,0,outdoors,grass,81,5,Dave Campo,Dave McGinnis,Dick Hantak,PHO99,Sun Devil Stadium
2002_07_TB_PHI,2002,REG,7,2002-10-20,Sunday,16:15:00,TB,10,PHI,20,Home,10,30,2002102003,18189,200210200phi,,221020021,3,37,0,outdoors,fieldturf,57,7,Jon Gruden,Andy Reid,Ron Winter,PHI99,Veterans Stadium
2002_07_WAS_GB,2002,REG,7,2002-10-20,Sunday,16:15:00,WAS,9,GB,30,Home,21,39,2002102011,18194,200210200gnb,,221020009,7,48,0,outdoors,grass,44,15,Steve Spurrier,Mike Sherman,Jeff Triplette,GNB00,Lambeau Field
2002_07_IND_PIT,2002,REG,7,2002-10-21,Monday,09:00:00,IND,10,PIT,28,Home,18,38,2002102100,18195,200210210pit,,221021023,4.5,46,0,outdoors,grass,48,3,Tony Dungy,Bill Cowher,Walt Coleman,PIT00,Heinz Field
2002_08_ATL_NO,2002,REG,8,2002-10-27,Sunday,13:00:00,ATL,37,NO,35,Home,-2,72,2002102700,18203,200210270nor,,221027018,3.5,47,1,dome,astroturf,,,Dan Reeves,Jim Haslett,Tony Corrente,NOR00,Louisiana Superdome
2002_08_CHI_MIN,2002,REG,8,2002-10-27,Sunday,13:00:00,CHI,7,MIN,25,Home,18,32,2002102702,18202,200210270min,,221027016,2,46,1,dome,astroturf,,,Dick Jauron,Mike Tice,Bill Leavy,MIN00,Hubert H. Humphrey Metrodome
2002_08_CLE_NYJ,2002,REG,8,2002-10-27,Sunday,13:00:00,CLE,24,NYJ,21,Home,-3,45,2002102704,18204,200210270nyj,,221027020,3,44,0,outdoors,grass,57,12,Butch Davis,Herm Edwards,Bob McElwee,NYC00,Giants Stadium
